subject,arm,cam,n_train,n_kept,train_rms_px,test_rms_med_px,iod_mm
subject0027,M,cam10,540,270,12.291,38.211,89.773
subject0027,M,cam16,540,270,12.291,29.421,89.773
subject0027,M,cam17,540,270,12.291,31.652,89.773
subject0027,S_cross,cam00,0,0,nan,69.377,nan
subject0027,S_cross,cam01,0,0,nan,54.250,nan
subject0027,S_cross,cam02,0,0,nan,38.936,nan
subject0027,S_cross,cam07,0,0,nan,81.758,nan
subject0027,S_cross,cam08,0,0,nan,60.430,nan
subject0027,S_cross,cam09,0,0,nan,41.684,nan
subject0027,S_cross,cam16,0,0,nan,71.078,nan
subject0027,S_cross,cam17,0,0,nan,50.553,nan
subject0032,T,cam00,60,60,5.519,7.502,90.350
subject0032,Tk,cam00,30,30,4.086,7.732,90.387
subject0032,S,cam00,60,30,3.574,7.679,90.172
subject0032,GEN,cam00,0,0,nan,18.075,nan
subject0032,T,cam01,60,60,6.068,8.025,90.230
subject0032,Tk,cam01,30,30,4.503,8.064,90.334
subject0032,S,cam01,60,30,4.003,8.018,90.181
subject0032,GEN,cam01,0,0,nan,19.543,nan
subject0032,T,cam02,60,60,6.647,8.817,88.296
subject0032,Tk,cam02,30,30,5.163,7.876,89.266
subject0032,S,cam02,60,30,4.394,7.492,88.199
subject0032,GEN,cam02,0,0,nan,24.580,nan
subject0032,T,cam08,60,60,5.952,7.064,90.430
subject0032,Tk,cam08,30,30,4.717,7.228,90.441
subject0032,S,cam08,60,30,3.798,7.141,90.242
subject0032,GEN,cam08,0,0,nan,18.454,nan
subject0032,T,cam09,60,60,5.957,6.689,90.241
subject0032,Tk,cam09,30,30,4.614,6.991,90.263
subject0032,S,cam09,60,30,3.639,7.071,90.207
subject0032,GEN,cam09,0,0,nan,19.227,nan
subject0032,T,cam10,60,60,7.427,9.243,89.171
subject0032,Tk,cam10,30,30,5.010,9.094,89.418
subject0032,S,cam10,60,30,4.124,9.509,89.970
subject0032,GEN,cam10,0,0,nan,29.547,nan
subject0032,T,cam16,60,60,6.342,8.314,89.831
subject0032,Tk,cam16,30,30,4.990,8.079,90.019
subject0032,S,cam16,60,30,4.033,8.241,90.294
subject0032,GEN,cam16,0,0,nan,26.956,nan
subject0032,T,cam17,60,60,5.536,6.705,90.300
subject0032,Tk,cam17,30,30,4.499,6.726,90.294
subject0032,S,cam17,60,30,3.738,6.664,90.240
subject0032,GEN,cam17,0,0,nan,19.915,nan
subject0032,S240,cam09,116,58,3.915,6.802,90.197
subject0032,F,cam00,480,0,nan,17.766,90.130
subject0032,F,cam01,480,0,nan,19.387,90.130
subject0032,F,cam02,480,0,nan,35.681,90.130
subject0032,F,cam08,480,0,nan,18.706,90.130
subject0032,F,cam09,480,0,nan,18.849,90.130
subject0032,F,cam10,480,0,nan,36.852,90.130
subject0032,F,cam16,480,0,nan,32.483,90.130
subject0032,F,cam17,480,0,nan,24.355,90.130
subject0032,M,cam00,480,240,8.185,10.871,90.055
subject0032,M,cam01,480,240,8.185,11.127,90.055
subject0032,M,cam02,480,240,8.185,19.201,90.055
subject0032,M,cam08,480,240,8.185,13.907,90.055
subject0032,M,cam09,480,240,8.185,13.031,90.055
subject0032,M,cam10,480,240,8.185,27.229,90.055
subject0032,M,cam16,480,240,8.185,21.830,90.055
subject0032,M,cam17,480,240,8.185,20.181,90.055
subject0032,S_cross,cam00,0,0,nan,36.821,nan
subject0032,S_cross,cam01,0,0,nan,37.531,nan
subject0032,S_cross,cam02,0,0,nan,48.141,nan
subject0032,S_cross,cam08,0,0,nan,13.746,nan
subject0032,S_cross,cam10,0,0,nan,29.320,nan
subject0032,S_cross,cam16,0,0,nan,29.328,nan
subject0032,S_cross,cam17,0,0,nan,12.619,nan
subject0036,T,cam00,60,60,4.030,5.315,90.437
subject0036,Tk,cam00,30,30,3.486,5.204,90.412
subject0036,S,cam00,60,30,3.149,5.250,90.379
subject0036,GEN,cam00,0,0,nan,18.147,nan
subject0036,T,cam01,60,60,4.646,6.179,90.215
subject0036,Tk,cam01,30,30,3.648,5.589,90.311
subject0036,S,cam01,60,30,2.774,5.580,90.260
subject0036,GEN,cam01,0,0,nan,19.645,nan
subject0036,T,cam02,60,60,4.666,7.505,88.234
subject0036,Tk,cam02,30,30,3.327,7.009,88.974
subject0036,S,cam02,60,30,3.017,6.938,89.002
subject0036,GEN,cam02,0,0,nan,29.273,nan
subject0036,T,cam08,60,60,5.513,7.333,90.024
subject0036,Tk,cam08,30,30,4.362,7.208,90.139
subject0036,S,cam08,60,30,3.500,7.219,89.993
subject0036,GEN,cam08,0,0,nan,20.350,nan
subject0036,T,cam09,60,60,5.572,6.805,90.197
subject0036,Tk,cam09,30,30,3.999,6.818,90.110
subject0036,S,cam09,60,30,3.090,6.890,90.040
subject0036,GEN,cam09,0,0,nan,19.355,nan
subject0036,T,cam10,60,60,8.672,13.710,89.067
subject0036,Tk,cam10,30,30,6.168,12.736,89.564
subject0036,S,cam10,60,30,5.721,12.428,89.839
subject0036,GEN,cam10,0,0,nan,30.575,nan
subject0036,T,cam16,60,60,6.293,9.378,89.133
subject0036,Tk,cam16,30,30,4.960,8.061,90.049
subject0036,S,cam16,60,30,3.937,8.167,90.097
subject0036,GEN,cam16,0,0,nan,25.494,nan
subject0036,T,cam17,60,60,6.778,7.734,90.308
subject0036,Tk,cam17,30,30,4.804,6.687,90.314
subject0036,S,cam17,60,30,3.986,6.471,89.911
subject0036,GEN,cam17,0,0,nan,21.456,nan
subject0036,S240,cam09,124,62,3.513,6.806,90.039
subject0036,F,cam00,480,0,nan,19.917,90.244
subject0036,F,cam01,480,0,nan,19.366,90.244
subject0036,F,cam02,480,0,nan,36.024,90.244
subject0036,F,cam08,480,0,nan,10.857,90.244
subject0036,F,cam09,480,0,nan,12.980,90.244
subject0036,F,cam10,480,0,nan,34.969,90.244
subject0036,F,cam16,480,0,nan,26.224,90.244
subject0036,F,cam17,480,0,nan,16.053,90.244
subject0036,M,cam00,480,240,7.654,11.083,90.271
subject0036,M,cam01,480,240,7.654,8.819,90.271
subject0036,M,cam02,480,240,7.654,20.727,90.271
subject0036,M,cam08,480,240,7.654,9.204,90.271
subject0036,M,cam09,480,240,7.654,13.330,90.271
subject0036,M,cam10,480,240,7.654,26.807,90.271
subject0036,M,cam16,480,240,7.654,17.718,90.271
subject0036,M,cam17,480,240,7.654,17.243,90.271
subject0036,S_cross,cam00,0,0,nan,33.039,nan
subject0036,S_cross,cam01,0,0,nan,28.936,nan
subject0036,S_cross,cam02,0,0,nan,41.839,nan
subject0036,S_cross,cam08,0,0,nan,15.187,nan
subject0036,S_cross,cam10,0,0,nan,30.818,nan
subject0036,S_cross,cam16,0,0,nan,30.289,nan
subject0036,S_cross,cam17,0,0,nan,14.396,nan
subject0033,T,cam00,60,60,3.831,4.914,90.613
subject0033,Tk,cam00,30,30,2.926,4.910,90.551
subject0033,S,cam00,60,30,2.497,4.865,90.397
subject0033,GEN,cam00,0,0,nan,19.292,nan
subject0033,T,cam01,60,60,4.308,4.832,90.410
subject0033,Tk,cam01,30,30,3.370,4.844,90.422
subject0033,S,cam01,60,30,2.791,4.838,90.450
subject0033,GEN,cam01,0,0,nan,21.098,nan
subject0033,T,cam02,60,60,5.468,7.112,88.437
subject0033,Tk,cam02,30,30,3.979,6.535,88.602
subject0033,S,cam02,60,30,3.285,6.458,89.228
subject0033,GEN,cam02,0,0,nan,33.682,nan
subject0033,T,cam07,60,60,3.768,5.061,89.300
subject0033,Tk,cam07,30,30,3.086,5.243,88.588
subject0033,S,cam07,60,30,2.536,5.066,88.200
subject0033,GEN,cam07,0,0,nan,27.193,nan
subject0033,T,cam08,60,60,7.808,8.937,89.176
subject0033,Tk,cam08,30,30,5.928,7.975,89.238
subject0033,S,cam08,60,30,3.758,7.821,89.424
subject0033,GEN,cam08,0,0,nan,29.681,nan
subject0033,T,cam09,60,60,8.655,8.363,88.417
subject0033,Tk,cam09,30,30,5.816,7.622,88.352
subject0033,S,cam09,60,30,4.890,8.066,88.416
subject0033,GEN,cam09,0,0,nan,33.027,nan
subject0033,T,cam10,60,60,8.140,9.108,89.601
subject0033,Tk,cam10,30,30,5.997,7.582,89.926
subject0033,S,cam10,60,30,3.238,6.503,90.623
subject0033,GEN,cam10,0,0,nan,41.988,nan
subject0033,T,cam16,60,60,5.500,7.217,89.555
subject0033,Tk,cam16,30,30,4.278,5.800,89.604
subject0033,S,cam16,60,30,2.941,6.279,90.732
subject0033,GEN,cam16,0,0,nan,31.834,nan
subject0033,T,cam17,60,60,6.762,6.523,89.423
subject0033,Tk,cam17,30,30,5.333,6.145,89.365
subject0033,S,cam17,60,30,3.301,6.141,89.339
subject0033,GEN,cam17,0,0,nan,30.184,nan
subject0033,S240,cam09,124,62,5.809,9.425,88.024
subject0033,F,cam00,540,0,nan,29.768,89.657
subject0033,F,cam01,540,0,nan,32.442,89.657
subject0033,F,cam02,540,0,nan,45.095,89.657
subject0033,F,cam07,540,0,nan,40.895,89.657
subject0033,F,cam08,540,0,nan,17.601,89.657
subject0033,F,cam09,540,0,nan,21.383,89.657
subject0033,F,cam10,540,0,nan,49.430,89.657
subject0033,F,cam16,540,0,nan,27.841,89.657
subject0033,F,cam17,540,0,nan,20.385,89.657
subject0033,M,cam00,540,270,11.240,13.503,89.767
subject0033,M,cam01,540,270,11.240,13.601,89.767
subject0033,M,cam02,540,270,11.240,17.197,89.767
subject0033,M,cam07,540,270,11.240,24.842,89.767
subject0033,M,cam08,540,270,11.240,15.501,89.767
subject0033,M,cam09,540,270,11.240,18.144,89.767
subject0033,M,cam10,540,270,11.240,29.429,89.767
subject0033,M,cam16,540,270,11.240,16.205,89.767
subject0033,M,cam17,540,270,11.240,21.299,89.767
subject0033,S_cross,cam00,0,0,nan,36.254,nan
subject0033,S_cross,cam01,0,0,nan,33.969,nan
subject0033,S_cross,cam02,0,0,nan,38.818,nan
subject0033,S_cross,cam07,0,0,nan,48.529,nan
subject0033,S_cross,cam08,0,0,nan,19.327,nan
subject0033,S_cross,cam10,0,0,nan,30.353,nan
subject0033,S_cross,cam16,0,0,nan,34.720,nan
subject0033,S_cross,cam17,0,0,nan,17.259,nan
subject0038,T,cam00,60,60,5.230,6.890,89.938
subject0038,Tk,cam00,30,30,4.238,6.450,90.046
subject0038,S,cam00,60,30,3.672,6.357,89.750
subject0038,GEN,cam00,0,0,nan,28.223,nan
subject0038,T,cam01,60,60,5.234,6.872,90.152
subject0038,Tk,cam01,30,30,4.374,6.344,90.108
subject0038,S,cam01,60,30,3.549,6.262,90.087
subject0038,GEN,cam01,0,0,nan,30.792,nan
subject0038,T,cam02,60,60,4.492,6.447,89.232
subject0038,Tk,cam02,30,30,3.580,6.112,89.139
subject0038,S,cam02,60,30,2.794,6.096,89.227
subject0038,GEN,cam02,0,0,nan,27.588,nan
subject0038,T,cam03,60,60,3.889,4.922,89.495
subject0038,Tk,cam03,30,30,2.920,4.052,89.290
subject0038,S,cam03,60,30,2.127,4.072,89.192
subject0038,GEN,cam03,0,0,nan,26.915,nan
subject0038,T,cam04,59,59,4.186,5.594,89.329
subject0038,Tk,cam04,29,29,3.378,5.523,89.237
subject0038,S,cam04,59,29,2.886,5.529,89.329
subject0038,GEN,cam04,0,0,nan,20.669,nan
subject0038,T,cam06,59,59,4.465,5.806,89.454
subject0038,Tk,cam06,29,29,3.518,5.153,88.913
subject0038,S,cam06,59,29,2.863,5.115,90.649
subject0038,GEN,cam06,0,0,nan,30.067,nan
subject0038,T,cam07,60,60,4.496,6.030,88.801
subject0038,Tk,cam07,30,30,3.652,5.829,88.822
subject0038,S,cam07,60,30,3.062,5.724,89.250
subject0038,GEN,cam07,0,0,nan,32.573,nan
subject0038,T,cam08,59,59,7.203,8.817,89.618
subject0038,Tk,cam08,29,29,4.667,8.960,89.756
subject0038,S,cam08,59,29,4.268,8.893,89.861
subject0038,GEN,cam08,0,0,nan,39.541,nan
subject0038,T,cam09,59,59,10.674,12.444,89.383
subject0038,Tk,cam09,29,29,7.821,10.381,89.374
subject0038,S,cam09,59,29,6.009,10.583,89.445
subject0038,GEN,cam09,0,0,nan,41.944,nan
subject0038,T,cam10,59,59,8.179,10.651,88.139
subject0038,Tk,cam10,29,29,5.685,9.815,87.860
subject0038,S,cam10,59,29,4.473,10.624,87.710
subject0038,GEN,cam10,0,0,nan,53.358,nan
subject0038,T,cam16,59,59,5.635,6.664,88.601
subject0038,Tk,cam16,29,29,3.948,6.295,89.365
subject0038,S,cam16,59,29,3.421,6.365,89.396
subject0038,GEN,cam16,0,0,nan,52.547,nan
subject0038,T,cam17,59,59,4.837,5.761,89.177
subject0038,Tk,cam17,29,29,3.592,5.016,89.129
subject0038,S,cam17,59,29,2.724,5.103,89.134
subject0038,GEN,cam17,0,0,nan,43.969,nan
subject0038,S240,cam08,119,59,4.450,9.070,89.797
subject0038,F,cam00,713,0,nan,21.590,89.428
subject0038,F,cam01,713,0,nan,22.805,89.428
subject0038,F,cam02,713,0,nan,34.708,89.428
subject0038,F,cam03,713,0,nan,39.592,89.428
subject0038,F,cam04,713,0,nan,32.697,89.428
subject0038,F,cam06,713,0,nan,34.504,89.428
subject0038,F,cam07,713,0,nan,29.422,89.428
subject0038,F,cam08,713,0,nan,20.769,89.428
subject0038,F,cam09,713,0,nan,26.463,89.428
subject0038,F,cam10,713,0,nan,57.988,89.428
subject0038,F,cam16,713,0,nan,46.683,89.428
subject0038,F,cam17,713,0,nan,30.975,89.428
subject0038,M,cam00,713,356,12.050,11.906,89.873
subject0038,M,cam01,713,356,12.050,12.500,89.873
subject0038,M,cam02,713,356,12.050,17.444,89.873
subject0038,M,cam03,713,356,12.050,18.789,89.873
subject0038,M,cam04,713,356,12.050,18.892,89.873
subject0038,M,cam06,713,356,12.050,19.299,89.873
subject0038,M,cam07,713,356,12.050,19.816,89.873
subject0038,M,cam08,713,356,12.050,16.462,89.873
subject0038,M,cam09,713,356,12.050,18.428,89.873
subject0038,M,cam10,713,356,12.050,53.399,89.873
subject0038,M,cam16,713,356,12.050,42.394,89.873
subject0038,M,cam17,713,356,12.050,39.447,89.873
subject0038,S_cross,cam00,0,0,nan,38.965,nan
subject0038,S_cross,cam01,0,0,nan,46.816,nan
subject0038,S_cross,cam02,0,0,nan,59.767,nan
subject0038,S_cross,cam03,0,0,nan,69.615,nan
subject0038,S_cross,cam04,0,0,nan,68.846,nan
subject0038,S_cross,cam06,0,0,nan,57.266,nan
subject0038,S_cross,cam07,0,0,nan,46.985,nan
subject0038,S_cross,cam09,0,0,nan,27.469,nan
subject0038,S_cross,cam10,0,0,nan,62.847,nan
subject0038,S_cross,cam16,0,0,nan,48.971,nan
subject0038,S_cross,cam17,0,0,nan,15.893,nan
subject0039,T,cam00,60,60,4.110,5.302,90.498
subject0039,Tk,cam00,30,30,3.323,4.939,90.495
subject0039,S,cam00,60,30,3.041,4.880,90.228
subject0039,GEN,cam00,0,0,nan,18.016,nan
subject0039,T,cam01,60,60,4.579,5.509,90.463
subject0039,Tk,cam01,30,30,3.277,5.877,90.385
subject0039,S,cam01,60,30,2.611,5.872,90.362
subject0039,GEN,cam01,0,0,nan,19.651,nan
subject0039,T,cam02,60,60,4.790,6.561,89.852
subject0039,Tk,cam02,30,30,3.869,6.363,88.770
subject0039,S,cam02,60,30,3.470,6.501,89.490
subject0039,GEN,cam02,0,0,nan,26.117,nan
subject0039,T,cam07,60,60,4.732,6.606,90.297
subject0039,Tk,cam07,30,30,3.307,6.707,88.518
subject0039,S,cam07,60,30,3.038,6.399,88.709
subject0039,GEN,cam07,0,0,nan,23.189,nan
subject0039,T,cam08,60,60,6.193,7.387,90.261
subject0039,Tk,cam08,30,30,4.126,6.965,90.348
subject0039,S,cam08,60,30,3.533,6.903,89.768
subject0039,GEN,cam08,0,0,nan,18.667,nan
subject0039,T,cam09,60,60,6.618,7.959,89.947
subject0039,Tk,cam09,30,30,5.105,7.395,90.093
subject0039,S,cam09,60,30,4.128,7.467,89.909
subject0039,GEN,cam09,0,0,nan,20.991,nan
subject0039,T,cam10,60,60,8.421,11.117,88.846
subject0039,Tk,cam10,30,30,6.381,10.981,88.438
subject0039,S,cam10,60,30,5.505,10.704,88.231
subject0039,GEN,cam10,0,0,nan,35.627,nan
subject0039,T,cam16,60,60,6.655,10.133,89.877
subject0039,Tk,cam16,30,30,5.765,10.600,89.978
subject0039,S,cam16,60,30,3.794,10.210,90.493
subject0039,GEN,cam16,0,0,nan,27.441,nan
subject0039,T,cam17,60,60,5.426,6.045,90.016
subject0039,Tk,cam17,30,30,4.119,5.829,90.062
subject0039,S,cam17,60,30,3.047,5.777,89.759
subject0039,GEN,cam17,0,0,nan,18.560,nan
subject0039,S240,cam09,123,61,4.355,7.283,89.988
subject0039,F,cam00,540,0,nan,20.742,90.213
subject0039,F,cam01,540,0,nan,22.870,90.213
subject0039,F,cam02,540,0,nan,40.207,90.213
subject0039,F,cam07,540,0,nan,33.804,90.213
subject0039,F,cam08,540,0,nan,11.640,90.213
subject0039,F,cam09,540,0,nan,17.248,90.213
subject0039,F,cam10,540,0,nan,45.048,90.213
subject0039,F,cam16,540,0,nan,29.708,90.213
subject0039,F,cam17,540,0,nan,17.398,90.213
subject0039,M,cam00,540,270,8.398,10.423,90.288
subject0039,M,cam01,540,270,8.398,9.970,90.288
subject0039,M,cam02,540,270,8.398,19.853,90.288
subject0039,M,cam07,540,270,8.398,19.066,90.288
subject0039,M,cam08,540,270,8.398,9.595,90.288
subject0039,M,cam09,540,270,8.398,16.393,90.288
subject0039,M,cam10,540,270,8.398,32.098,90.288
subject0039,M,cam16,540,270,8.398,18.117,90.288
subject0039,M,cam17,540,270,8.398,16.761,90.288
subject0039,S_cross,cam00,0,0,nan,36.667,nan
subject0039,S_cross,cam01,0,0,nan,35.539,nan
subject0039,S_cross,cam02,0,0,nan,47.285,nan
subject0039,S_cross,cam07,0,0,nan,48.405,nan
subject0039,S_cross,cam08,0,0,nan,17.589,nan
subject0039,S_cross,cam10,0,0,nan,36.647,nan
subject0039,S_cross,cam16,0,0,nan,34.610,nan
subject0039,S_cross,cam17,0,0,nan,14.583,nan
subject0046,T,cam00,60,60,3.956,5.360,90.270
subject0046,Tk,cam00,30,30,3.326,4.824,90.135
subject0046,S,cam00,60,30,2.420,4.646,89.941
subject0046,GEN,cam00,0,0,nan,16.481,nan
subject0046,T,cam01,60,60,4.246,5.938,89.871
subject0046,Tk,cam01,30,30,3.432,5.047,90.048
subject0046,S,cam01,60,30,2.891,4.819,90.094
subject0046,GEN,cam01,0,0,nan,18.234,nan
subject0046,T,cam02,60,60,3.922,5.044,88.121
subject0046,Tk,cam02,30,30,3.074,4.432,88.627
subject0046,S,cam02,60,30,2.262,4.356,88.803
subject0046,GEN,cam02,0,0,nan,23.404,nan
subject0046,T,cam07,60,60,3.604,5.358,88.016
subject0046,Tk,cam07,30,30,2.845,4.795,88.684
subject0046,S,cam07,60,30,2.059,4.682,88.718
subject0046,GEN,cam07,0,0,nan,17.193,nan
subject0046,T,cam08,60,60,4.602,5.831,90.839
subject0046,Tk,cam08,30,30,3.801,4.750,90.618
subject0046,S,cam08,60,30,2.708,4.711,90.564
subject0046,GEN,cam08,0,0,nan,12.968,nan
subject0046,T,cam09,60,60,4.611,6.097,90.359
subject0046,Tk,cam09,30,30,3.522,4.792,90.205
subject0046,S,cam09,60,30,2.832,4.822,90.257
subject0046,GEN,cam09,0,0,nan,14.907,nan
subject0046,T,cam10,60,60,5.266,7.123,88.331
subject0046,Tk,cam10,30,30,3.690,6.558,88.587
subject0046,S,cam10,60,30,2.719,6.742,88.647
subject0046,GEN,cam10,0,0,nan,26.690,nan
subject0046,T,cam16,60,60,4.963,7.004,89.122
subject0046,Tk,cam16,30,30,3.469,5.252,89.560
subject0046,S,cam16,60,30,2.554,5.368,89.635
subject0046,GEN,cam16,0,0,nan,21.397,nan
subject0046,T,cam17,60,60,4.836,6.447,90.302
subject0046,Tk,cam17,30,30,4.102,5.134,90.146
subject0046,S,cam17,60,30,2.492,4.943,90.178
subject0046,GEN,cam17,0,0,nan,17.566,nan
subject0046,S240,cam08,76,38,3.962,7.256,90.870
subject0046,F,cam00,540,0,nan,16.959,90.138
subject0046,F,cam01,540,0,nan,18.732,90.138
subject0046,F,cam02,540,0,nan,28.570,90.138
subject0046,F,cam07,540,0,nan,22.502,90.138
subject0046,F,cam08,540,0,nan,10.507,90.138
subject0046,F,cam09,540,0,nan,10.441,90.138
subject0046,F,cam10,540,0,nan,27.996,90.138
subject0046,F,cam16,540,0,nan,19.736,90.138
subject0046,F,cam17,540,0,nan,13.427,90.138
subject0046,M,cam00,540,270,5.958,8.095,90.283
subject0046,M,cam01,540,270,5.958,8.743,90.283
subject0046,M,cam02,540,270,5.958,18.830,90.283
subject0046,M,cam07,540,270,5.958,15.508,90.283
subject0046,M,cam08,540,270,5.958,7.965,90.283
subject0046,M,cam09,540,270,5.958,7.983,90.283
subject0046,M,cam10,540,270,5.958,24.196,90.283
subject0046,M,cam16,540,270,5.958,17.016,90.283
subject0046,M,cam17,540,270,5.958,10.044,90.283
subject0046,S_cross,cam00,0,0,nan,25.489,nan
subject0046,S_cross,cam01,0,0,nan,29.045,nan
subject0046,S_cross,cam02,0,0,nan,38.819,nan
subject0046,S_cross,cam07,0,0,nan,28.011,nan
subject0046,S_cross,cam09,0,0,nan,11.780,nan
subject0046,S_cross,cam10,0,0,nan,32.182,nan
subject0046,S_cross,cam16,0,0,nan,19.518,nan
subject0046,S_cross,cam17,0,0,nan,10.777,nan
subject0041,T,cam00,60,60,6.094,7.273,90.697
subject0041,Tk,cam00,30,30,4.716,5.549,90.756
subject0041,S,cam00,60,30,3.234,5.295,90.801
subject0041,GEN,cam00,0,0,nan,14.568,nan
subject0041,T,cam01,60,60,6.042,7.355,90.589
subject0041,Tk,cam01,30,30,4.796,5.256,90.709
subject0041,S,cam01,60,30,3.416,5.204,90.748
subject0041,GEN,cam01,0,0,nan,15.907,nan
subject0041,T,cam02,60,60,6.150,7.942,89.149
subject0041,Tk,cam02,30,30,3.756,6.748,90.624
subject0041,S,cam02,60,30,2.947,7.104,90.587
subject0041,GEN,cam02,0,0,nan,25.049,nan
subject0041,T,cam07,60,60,4.760,6.537,89.101
subject0041,Tk,cam07,30,30,3.364,4.940,90.182
subject0041,S,cam07,60,30,2.215,4.769,90.291
subject0041,GEN,cam07,0,0,nan,16.949,nan
subject0041,T,cam08,60,60,5.502,7.292,90.821
subject0041,Tk,cam08,30,30,4.041,5.423,90.639
subject0041,S,cam08,60,30,2.737,5.482,90.742
subject0041,GEN,cam08,0,0,nan,18.777,nan
subject0041,T,cam09,60,60,6.503,8.303,90.720
subject0041,Tk,cam09,30,30,5.068,6.297,90.623
subject0041,S,cam09,60,30,3.249,6.187,90.671
subject0041,GEN,cam09,0,0,nan,17.094,nan
subject0041,T,cam10,60,60,7.562,9.165,88.969
subject0041,Tk,cam10,30,30,5.447,8.687,89.026
subject0041,S,cam10,60,30,4.860,8.854,88.166
subject0041,GEN,cam10,0,0,nan,34.861,nan
subject0041,T,cam16,60,60,4.415,6.641,90.243
subject0041,Tk,cam16,30,30,3.617,6.165,90.285
subject0041,S,cam16,60,30,2.752,6.214,90.638
subject0041,GEN,cam16,0,0,nan,22.953,nan
subject0041,T,cam17,60,60,6.332,7.923,90.678
subject0041,Tk,cam17,30,30,4.644,5.491,90.474
subject0041,S,cam17,60,30,3.056,5.344,90.600
subject0041,GEN,cam17,0,0,nan,20.849,nan
subject0041,S240,cam09,112,56,2.992,5.645,90.529
subject0041,F,cam00,540,0,nan,15.905,90.810
subject0041,F,cam01,540,0,nan,21.738,90.810
subject0041,F,cam02,540,0,nan,42.604,90.810
subject0041,F,cam07,540,0,nan,28.469,90.810
subject0041,F,cam08,540,0,nan,13.125,90.810
subject0041,F,cam09,540,0,nan,18.459,90.810
subject0041,F,cam10,540,0,nan,48.094,90.810
subject0041,F,cam16,540,0,nan,29.856,90.810
subject0041,F,cam17,540,0,nan,18.317,90.810
subject0041,M,cam00,540,270,9.168,13.016,90.676
subject0041,M,cam01,540,270,9.168,12.900,90.676
subject0041,M,cam02,540,270,9.168,20.135,90.676
subject0041,M,cam07,540,270,9.168,16.132,90.676
subject0041,M,cam08,540,270,9.168,9.013,90.676
subject0041,M,cam09,540,270,9.168,13.437,90.676
subject0041,M,cam10,540,270,9.168,36.927,90.676
subject0041,M,cam16,540,270,9.168,23.099,90.676
subject0041,M,cam17,540,270,9.168,17.307,90.676
subject0041,S_cross,cam00,0,0,nan,30.572,nan
subject0041,S_cross,cam01,0,0,nan,32.482,nan
subject0041,S_cross,cam02,0,0,nan,49.604,nan
subject0041,S_cross,cam07,0,0,nan,40.450,nan
subject0041,S_cross,cam08,0,0,nan,14.896,nan
subject0041,S_cross,cam10,0,0,nan,39.851,nan
subject0041,S_cross,cam16,0,0,nan,32.834,nan
subject0041,S_cross,cam17,0,0,nan,14.594,nan
subject0040,T,cam00,60,60,5.566,6.953,90.188
subject0040,Tk,cam00,30,30,4.447,6.865,90.177
subject0040,S,cam00,60,30,3.472,6.863,90.165
subject0040,GEN,cam00,0,0,nan,24.716,nan
subject0040,T,cam01,60,60,5.610,7.803,90.058
subject0040,Tk,cam01,30,30,4.643,7.645,90.293
subject0040,S,cam01,60,30,3.662,7.695,90.306
subject0040,GEN,cam01,0,0,nan,26.851,nan
subject0040,T,cam08,59,59,8.681,11.541,88.396
subject0040,Tk,cam08,29,29,6.792,11.747,88.627
subject0040,S,cam08,59,29,6.185,11.641,89.232
subject0040,GEN,cam08,0,0,nan,39.476,nan
subject0040,T,cam09,59,59,9.978,13.932,89.044
subject0040,Tk,cam09,29,29,6.735,13.427,88.943
subject0040,S,cam09,59,29,5.680,13.368,88.601
subject0040,GEN,cam09,0,0,nan,44.676,nan
subject0040,T,cam16,59,59,7.420,10.121,88.958
subject0040,Tk,cam16,29,29,5.364,10.138,90.464
subject0040,S,cam16,59,29,4.057,10.057,94.314
subject0040,GEN,cam16,0,0,nan,35.126,nan
subject0040,T,cam17,59,59,9.259,10.862,88.723
subject0040,Tk,cam17,29,29,6.713,11.021,88.548
subject0040,S,cam17,59,29,5.880,11.794,89.753
subject0040,GEN,cam17,0,0,nan,36.342,nan
subject0040,S240,cam17,124,62,6.059,12.085,89.100
subject0040,F,cam00,356,0,nan,27.258,90.126
subject0040,F,cam01,356,0,nan,30.590,90.126
subject0040,F,cam08,356,0,nan,14.472,90.126
subject0040,F,cam09,356,0,nan,26.224,90.126
subject0040,F,cam16,356,0,nan,27.007,90.126
